"","Chromosome","Start","Strand","mean.old","mean.young","mean.diff"
"29764","chr1",174048762,"+",0.850267379679144,0.314285714285714,0.53598166539343
"29797","chr1",174469131,"+",0.420918367346939,0.945054945054945,-0.524136577708006
"29845","chr1",174837333,"+",0.94047619047619,0.25,0.69047619047619
"29867","chr1",174970253,"+",0.820707070707071,0.247549019607843,0.573158051099228
"29875","chr1",174995877,"+",0.854761904761905,0.255639097744361,0.599122807017544
"29881","chr1",175028499,"+",0.0333333333333333,0.62202380952381,-0.588690476190476
"29892","chr1",175059971,"+",0.270833333333333,0.8,-0.529166666666667
"29896","chr1",175070523,"+",0.98,0.472222222222222,0.507777777777778
"29910","chr1",175215339,"+",0.966666666666667,0.375,0.591666666666667
"29921","chr1",175279405,"+",0.95,0.407407407407407,0.542592592592593
"30053","chr1",175970478,"+",0.939338235294118,0.391666666666667,0.547671568627451
"30057","chr1",175972157,"+",0.9375,0.416666666666667,0.520833333333333
"30090","chr1",176191716,"+",0.121794871794872,0.693396226415094,-0.571601354620223
"30092","chr1",176201484,"+",0.978260869565217,0.458333333333333,0.519927536231884
"30123","chr1",176397068,"+",0.916666666666667,0.401315789473684,0.515350877192983
"30153","chr1",176625048,"+",0.9375,0.375438596491228,0.562061403508772
"30214","chr1",176944093,"+",0.964285714285714,0.456228956228956,0.508056758056758
"30215","chr1",176950195,"+",0.634680134680135,0.0588235294117647,0.57585660526837
"30216","chr1",176951892,"+",0.142857142857143,0.7,-0.557142857142857
"30229","chr1",176986536,"+",0.966666666666667,0.4,0.566666666666667
"30230","chr1",176986567,"+",0.95,0.213054187192118,0.736945812807882
"30274","chr1",177331615,"+",0.458333333333333,1,-0.541666666666667
"30275","chr1",177339951,"+",0.181318681318681,0.738311688311688,-0.556993006993007
"30289","chr1",177375277,"+",0.958333333333333,0.448076923076923,0.51025641025641
"30337","chr1",177525383,"+",0.117647058823529,0.7,-0.582352941176471
"30527","chr1",178580359,"+",0.952380952380952,0.411764705882353,0.540616246498599
"30559","chr1",178675863,"+",0.810855263157895,0.3,0.510855263157895
"30580","chr1",178752058,"+",1,0.497326203208556,0.502673796791444
"30612","chr1",178890899,"+",0.815789473684211,0.181818181818182,0.633971291866029
"30643","chr1",179059588,"+",0.0526315789473684,0.756598240469208,-0.70396666152184
"30683","chr1",179198466,"+",0.0263157894736842,0.588171262699565,-0.56185547322588
"30768","chr1",179578993,"+",0.0238095238095238,0.551587301587302,-0.527777777777778
"30829","chr1",179818656,"+",0.025,0.539583333333333,-0.514583333333333
"30843","chr1",179859757,"+",0.0909090909090909,0.598930481283422,-0.508021390374331
"30850","chr1",179866700,"+",0,0.6,-0.6
"30889","chr1",179962344,"+",0.19047619047619,0.754736842105263,-0.564260651629073
"30926","chr1",180158719,"+",0.880952380952381,0.340909090909091,0.54004329004329
"30940","chr1",180191259,"+",0.377777777777778,0.961538461538462,-0.583760683760684
"30941","chr1",180193726,"+",0,0.536324786324786,-0.536324786324786
"30942","chr1",180193766,"+",0,0.546774193548387,-0.546774193548387
"30945","chr1",180194959,"+",0.345833333333333,0.90625,-0.560416666666667
"30951","chr1",180213471,"+",0.115457562825984,0.625,-0.509542437174016
"30967","chr1",180268700,"+",0,0.529761904761905,-0.529761904761905
"30969","chr1",180277617,"+",0,1,-1
"30970","chr1",180277622,"+",0.140909090909091,0.972222222222222,-0.831313131313131
"30971","chr1",180277642,"+",0,0.556513409961686,-0.556513409961686
"30972","chr1",180277783,"+",0.395454545454545,0.916666666666667,-0.521212121212121
"31001","chr1",180329505,"+",0.0227272727272727,0.57156862745098,-0.548841354723708
"31004","chr1",180332775,"+",0.966666666666667,0.45,0.516666666666667
"31061","chr1",180429156,"+",0.138095238095238,0.644444444444444,-0.506349206349206
"31084","chr1",180482502,"+",0.0588235294117647,0.571428571428571,-0.512605042016807
"31153","chr1",180792183,"+",0.130434782608696,0.875,-0.744565217391304
"31164","chr1",180825241,"+",0.373626373626374,0.954545454545455,-0.580919080919081
"31276","chr1",181073296,"+",0.734962406015038,0.188461538461538,0.546500867553499
"31278","chr1",181076511,"+",0.230769230769231,0.829545454545454,-0.598776223776224
"31306","chr1",181218964,"+",1,0.474358974358974,0.525641025641026
"31323","chr1",181284330,"+",1,0.411931818181818,0.588068181818182
"31333","chr1",181299449,"+",0.923076923076923,0.404411764705882,0.518665158371041
"31349","chr1",181348257,"+",1,0.454545454545455,0.545454545454545
"31361","chr1",181373236,"+",0.762668918918919,0.118686868686869,0.64398205023205
"31383","chr1",181427665,"+",0.166666666666667,0.75,-0.583333333333333
"31411","chr1",181505565,"+",0.167058823529412,0.705882352941176,-0.538823529411765
"31425","chr1",181552860,"+",0.02,0.590909090909091,-0.570909090909091
"31488","chr1",181755899,"+",0.416666666666667,0.964285714285714,-0.547619047619048
"31511","chr1",181852209,"+",0.978260869565217,0.456043956043956,0.522216913521261
"31516","chr1",181868200,"+",0.975,0.431818181818182,0.543181818181818
"31535","chr1",181923534,"+",0.839544513457557,0.2,0.639544513457557
"31637","chr1",182235380,"+",0.775,0.236842105263158,0.538157894736842
"31659","chr1",182290510,"+",0.407142857142857,0.95,-0.542857142857143
"31688","chr1",182378583,"+",0.892857142857143,0.331653225806452,0.561203917050691
"31693","chr1",182388018,"+",1,0.483201581027668,0.516798418972332
"31732","chr1",182543052,"+",0.311141304347826,0.854166666666667,-0.54302536231884
"31760","chr1",182636161,"+",0.204545454545455,0.857142857142857,-0.652597402597403
"31809","chr1",182763364,"+",0.111111111111111,0.729166666666667,-0.618055555555556
"31882","chr1",182990097,"+",1,0.416666666666667,0.583333333333333
"31917","chr1",183115358,"+",0.474012474012474,1,-0.525987525987526
"31930","chr1",183171363,"+",0.0384615384615385,0.59375,-0.555288461538462
"31992","chr1",183390039,"+",0.9,0.357142857142857,0.542857142857143
"32098","chr1",183979760,"+",0.783783783783784,0.205357142857143,0.578426640926641
"32127","chr1",184158527,"+",1,0.493006993006993,0.506993006993007
"32166","chr1",184281806,"+",0.886363636363636,0.381818181818182,0.504545454545455
"32178","chr1",184320076,"+",0.801948051948052,0.111111111111111,0.690836940836941
"32202","chr1",184441222,"+",0.05,0.576190476190476,-0.526190476190476
"32224","chr1",184573649,"+",0.9,0.291666666666667,0.608333333333333
"32235","chr1",184616114,"+",0.102678571428571,0.641765704584041,-0.539087133155469
"32280","chr1",184745278,"+",0.928571428571429,0.356617647058824,0.571953781512605
"32398","chr1",185099160,"+",0.0869565217391304,0.653846153846154,-0.566889632107023
"32457","chr1",185339890,"+",0.96,0.428070175438596,0.531929824561403
"32497","chr1",185456636,"+",0.964285714285714,0.340909090909091,0.623376623376623
"32527","chr1",185547831,"+",0.973684210526316,0.454545454545455,0.519138755980861
"32536","chr1",185576735,"+",1,0.494983277591973,0.505016722408027
"32565","chr1",185678751,"+",0.947368421052632,0.405555555555556,0.541812865497076
"32621","chr1",186048749,"+",0.892857142857143,0.369047619047619,0.523809523809524
"32877","chr1",186937169,"+",0.772321428571428,0.2,0.572321428571428
"32915","chr1",187077755,"+",0.305194805194805,0.818181818181818,-0.512987012987013
"32950","chr1",187226637,"+",0.145454545454545,0.683974358974359,-0.538519813519813
"32974","chr1",187305504,"+",1,0.45,0.55
"33034","chr1",187577368,"+",0.466666666666667,1,-0.533333333333333
"33039","chr1",187598723,"+",0.848571428571429,0.318181818181818,0.53038961038961
"33045","chr1",187610420,"+",0.635416666666667,0.09375,0.541666666666667
"33103","chr1",187827069,"+",0.789855072463768,0.288461538461538,0.50139353400223
"33121","chr1",187872297,"+",0.893939393939394,0.378787878787879,0.515151515151515
"33159","chr1",187996007,"+",0.285353535353535,0.8,-0.514646464646465
"33165","chr1",188008736,"+",1,0.363636363636364,0.636363636363636
"33178","chr1",188029723,"+",0.964285714285714,0.387278582930757,0.577007131354957
"33191","chr1",188096236,"+",0.976190476190476,0.428571428571429,0.547619047619048
"33298","chr1",188549870,"+",0.666666666666667,0.0909090909090909,0.575757575757576
"33339","chr1",188712287,"+",0.866025641025641,0.35,0.516025641025641
"33447","chr1",189088876,"+",0.888888888888889,0.277777777777778,0.611111111111111
"33470","chr1",189170318,"+",0.915646258503401,0.375,0.540646258503401
"33494","chr1",189226715,"+",0.875,0.347826086956522,0.527173913043478
"33541","chr1",189405169,"+",0.880952380952381,0.378542510121457,0.502409870830923
"33593","chr1",189553068,"+",0.962962962962963,0.461538461538462,0.501424501424501
"33635","chr1",189687543,"+",0.21875,0.763305322128851,-0.544555322128851
"33640","chr1",189700604,"+",0.966666666666667,0.428571428571429,0.538095238095238
"33644","chr1",189703713,"+",0.895833333333333,0.395384615384615,0.500448717948718
"33799","chr1",190062128,"+",0.931818181818182,0.197303921568627,0.734514260249554
"33856","chr1",190191728,"+",0.896551724137931,0.29,0.606551724137931
"33857","chr1",190191738,"+",1,0.498868778280543,0.501131221719457
"33868","chr1",190210808,"+",0.961538461538462,0.454761904761905,0.506776556776557
"33910","chr1",190293109,"+",0.931818181818182,0.375,0.556818181818182
"33956","chr1",190398530,"+",0.875,0.372727272727273,0.502272727272727
"33977","chr1",190467696,"+",0.932142857142857,0.392156862745098,0.539985994397759
"34047","chr1",190599865,"+",0.980769230769231,0.473684210526316,0.507085020242915
"34130","chr1",190832005,"+",0.164502164502164,0.700738916256158,-0.536236751753993
"34270","chr1",191216891,"+",0.1,0.6875,-0.5875
"34277","chr1",191233712,"+",0.0625,0.628571428571429,-0.566071428571429
"34323","chr1",191352675,"+",1,0.473529411764706,0.526470588235294
"34374","chr1",191490722,"+",0.139355742296919,0.725,-0.585644257703081
"34422","chr1",191668351,"+",0.0526315789473684,0.681818181818182,-0.629186602870814
"34439","chr1",191773608,"+",0.857142857142857,0.285714285714286,0.571428571428572
"34440","chr1",191773643,"+",0.842758620689655,0.263157894736842,0.579600725952813
"34504","chr1",191956995,"+",0.891176470588235,0.25,0.641176470588235
"34506","chr1",191959635,"+",0.947368421052632,0.43695652173913,0.510411899313501
"34532","chr1",192057876,"+",0.961538461538462,0.416666666666667,0.544871794871795
"34535","chr1",192061791,"+",0.928571428571429,0.40625,0.522321428571429
"34552","chr1",192135809,"+",0.101010101010101,0.650326797385621,-0.54931669637552
"34553","chr1",192135826,"+",0.0294117647058824,0.702685421994885,-0.673273657289003
"34568","chr1",192203178,"+",0.207977207977208,0.70995670995671,-0.501979501979502
"34630","chr1",192436901,"+",0.824942791762014,0.316666666666667,0.508276125095347
"34634","chr1",192444791,"+",0.0263157894736842,0.538602941176471,-0.512287151702786
"34656","chr1",192500635,"+",0.928743961352657,0.368421052631579,0.560322908721078
"34661","chr1",192521206,"+",0.171701112877583,0.759259259259259,-0.587558146381676
"34663","chr1",192521364,"+",0.882352941176471,0.352941176470588,0.529411764705882
"34664","chr1",192522611,"+",0.233333333333333,0.810924369747899,-0.577591036414566
"34670","chr1",192554961,"+",0.843434343434343,0.321428571428571,0.522005772005772
"34727","chr1",192799485,"+",0.916666666666667,0.355614973262032,0.561051693404635
"34741","chr1",192851822,"+",0.1875,0.7,-0.5125
"34751","chr1",192879454,"+",1,0.461538461538462,0.538461538461538
"34780","chr1",193102238,"+",0.161290322580645,0.723684210526316,-0.562393887945671
"34784","chr1",193107477,"+",0.979166666666667,0.473684210526316,0.505482456140351
"34837","chr1",193302201,"+",0.916666666666667,0.384615384615385,0.532051282051282
"34941","chr1",193707107,"+",0.139705882352941,0.643092105263158,-0.503386222910217
"34968","chr1",193859645,"+",0.976190476190476,0.446969696969697,0.529220779220779
"34971","chr1",193866996,"+",1,0.484848484848485,0.515151515151515
"35082","chr1",194879424,"+",0.890588235294118,0.333695652173913,0.556892583120205
"35087","chr1",194939667,"+",0.743137254901961,0.142241379310345,0.600895875591616
"35095","chr1",194968050,"+",1,0.490131578947368,0.509868421052632
"35119","chr1",195100878,"+",0.319711538461538,0.884615384615385,-0.564903846153846
"35120","chr1",195100900,"+",0.227272727272727,0.732183908045977,-0.50491118077325
"35167","chr2",3090487,"+",0.689473684210526,0.125,0.564473684210526
"35180","chr2",3129093,"+",0.0416666666666667,0.738888888888889,-0.697222222222222
"35184","chr2",3143782,"+",0.104166666666667,0.727272727272727,-0.623106060606061
"35232","chr2",3325998,"+",0.948275862068966,0.439393939393939,0.508881922675026
"35271","chr2",3418591,"+",0.850537634408602,0.210526315789474,0.640011318619129
"35299","chr2",3513456,"+",0.550607287449393,0.0392857142857143,0.511321573163678
"35400","chr2",3787568,"+",0.275,0.9,-0.625
"35404","chr2",3807032,"+",0.289473684210526,0.849747474747475,-0.560273790536948
"35423","chr2",3873305,"+",0.954545454545455,0.441964285714286,0.512581168831169
"35426","chr2",3884463,"+",0.973684210526316,0.431884057971014,0.541800152555301
"35471","chr2",3979307,"+",0.84051724137931,0.318965517241379,0.521551724137931
"35521","chr2",4168803,"+",0.206730769230769,0.826923076923077,-0.620192307692308
"35523","chr2",4170483,"+",0.818910256410256,0.180555555555556,0.638354700854701
"35557","chr2",4261780,"+",0.422619047619048,0.952380952380952,-0.529761904761905
"35597","chr2",4358950,"+",0.983870967741935,0.461538461538462,0.522332506203474
"35652","chr2",4483695,"+",0.923076923076923,0.333333333333333,0.58974358974359
"35666","chr2",4501984,"+",0.345622119815668,0.849264705882353,-0.503642586066685
"35687","chr2",4531676,"+",0.857142857142857,0.238095238095238,0.619047619047619
"35688","chr2",4531691,"+",0.961538461538462,0.368939393939394,0.592599067599068
"35689","chr2",4531707,"+",0.9,0.287946428571429,0.612053571428572
"35960","chr2",5250135,"+",0.928571428571429,0.384615384615385,0.543956043956044
"36014","chr2",5384586,"+",0.110771113831089,0.663865546218487,-0.553094432387398
"36019","chr2",5392016,"+",0.37037037037037,0.95,-0.57962962962963
"36086","chr2",5605988,"+",0.893534482758621,0.333333333333333,0.560201149425287
"36102","chr2",5651680,"+",0.685064935064935,0.159090909090909,0.525974025974026
"36114","chr2",5676572,"+",0.875,0.286842105263158,0.588157894736842
"36124","chr2",5708698,"+",1,0.470588235294118,0.529411764705882
"36133","chr2",5727717,"+",0.0892857142857143,0.818181818181818,-0.728896103896104
"36152","chr2",5781117,"+",0.937962962962963,0.420454545454545,0.517508417508417
"36190","chr2",5906875,"+",0.4,1,-0.6
"36245","chr2",6098019,"+",0.925,0.380952380952381,0.544047619047619
"36248","chr2",6101215,"+",0.2,0.703781512605042,-0.503781512605042
"36251","chr2",6108390,"+",0.8938127090301,0.379446640316206,0.514366068713895
"36286","chr2",6166083,"+",0.766666666666667,0.217963386727689,0.548703279938978
"36375","chr2",6371013,"+",0.214285714285714,0.807780320366133,-0.593494606080418
"36420","chr2",6464292,"+",0.254201680672269,0.778554778554779,-0.52435309788251
"36424","chr2",6466666,"+",0.113888888888889,0.701754385964912,-0.587865497076023
"36425","chr2",6466670,"+",0.146929824561403,0.705357142857143,-0.558427318295739
"36493","chr2",6662871,"+",0.9375,0.390909090909091,0.546590909090909
"36593","chr2",7083321,"+",0.747826086956522,0.1875,0.560326086956522
"36632","chr2",7265055,"+",0.425,1,-0.575
"36683","chr2",7531385,"+",0.178787878787879,0.85,-0.671212121212121
"36688","chr2",7550044,"+",0.931818181818182,0.411057692307692,0.52076048951049
"36832","chr2",8357745,"+",0.148809523809524,0.699519230769231,-0.550709706959707
"36833","chr2",8362905,"+",0.972222222222222,0.450226244343891,0.521995977878331
"36834","chr2",8367443,"+",0.913398692810457,0.396419437340154,0.516979255470304
"36838","chr2",8411299,"+",0.899313501144165,0.388888888888889,0.510424612255276
"36851","chr2",8478503,"+",0.928571428571429,0.379487179487179,0.549084249084249
"36862","chr2",8527232,"+",0.416666666666667,0.923076923076923,-0.506410256410256
"36869","chr2",8591751,"+",0.964285714285714,0.386363636363636,0.577922077922078
"36893","chr2",8694357,"+",0.818181818181818,0.244318181818182,0.573863636363636
"36911","chr2",8806673,"+",0.863636363636364,0.354166666666667,0.509469696969697
"36915","chr2",8838255,"+",1,0.46875,0.53125
"37086","chr2",9649003,"+",1,0.46969696969697,0.53030303030303
"37089","chr2",9669198,"+",1,0.477207977207977,0.522792022792023
"37138","chr2",9873753,"+",0.766666666666667,0.21875,0.547916666666667
"37142","chr2",9884784,"+",0.75,0.19047619047619,0.55952380952381
"37185","chr2",10008726,"+",0.467857142857143,0.975,-0.507142857142857
"37207","chr2",10055363,"+",0.433333333333333,0.958333333333333,-0.525
"37249","chr2",10154962,"+",0.269230769230769,0.77,-0.500769230769231
"37307","chr2",10314252,"+",0.86875,0.333333333333333,0.535416666666667
"37395","chr2",10610595,"+",0.894736842105263,0.363095238095238,0.531641604010025
"37471","chr2",10883349,"+",0.970588235294118,0.448464912280702,0.522123323013416
"37550","chr2",11059551,"+",0.804347826086957,0.233333333333333,0.571014492753623
"37553","chr2",11064818,"+",1,0.351851851851852,0.648148148148148
"37561","chr2",11091913,"+",1,0.434782608695652,0.565217391304348
"37584","chr2",11173986,"+",0.0416666666666667,0.577540106951872,-0.535873440285205
"37591","chr2",11193866,"+",1,0.391666666666667,0.608333333333333
"37605","chr2",11226954,"+",0.234432234432234,0.8,-0.565567765567766
"37675","chr2",11432096,"+",0.307692307692308,0.970588235294118,-0.66289592760181
"37698","chr2",11495257,"+",0.264705882352941,0.909868421052632,-0.64516253869969
"37704","chr2",11500672,"+",0.130467571644042,0.868421052631579,-0.737953480987537
"37740","chr2",11548819,"+",1,0.457983193277311,0.542016806722689
"37755","chr2",11570924,"+",0.90625,0.27875,0.6275
"37760","chr2",11587562,"+",0.972222222222222,0.384863123993559,0.587359098228664
"37797","chr2",11695469,"+",0.192857142857143,0.745989304812834,-0.553132161955691
"37863","chr2",11946366,"+",1,0.492424242424242,0.507575757575758
"37888","chr2",12024164,"+",0.833333333333333,0.28125,0.552083333333333
"37912","chr2",12151784,"+",0.4,0.961538461538462,-0.561538461538462
"37952","chr2",12327725,"+",0.065625,0.680555555555556,-0.614930555555556
"37967","chr2",12400009,"+",0.107954545454545,0.727564102564103,-0.619609557109557
"37987","chr2",12479773,"+",0.956521739130435,0.451635846372689,0.504885892757746
"38004","chr2",12582754,"+",0.358333333333333,0.888888888888889,-0.530555555555555
"38016","chr2",12664672,"+",0.888888888888889,0.375,0.513888888888889
"38100","chr2",13020841,"+",0.923076923076923,0.409090909090909,0.513986013986014
"38106","chr2",13049724,"+",0.602272727272727,0.0588235294117647,0.543449197860963
"38115","chr2",13093808,"+",0.727272727272727,0.192307692307692,0.534965034965035
"38144","chr2",13224583,"+",0.867788461538462,0.28125,0.586538461538462
"38145","chr2",13224910,"+",0.799019607843137,0.184350132625995,0.614669475217143
"38154","chr2",13266741,"+",0.425925925925926,0.958333333333333,-0.532407407407407
"38211","chr2",13557861,"+",0.185185185185185,0.763846153846154,-0.578660968660969
"38239","chr2",13673730,"+",0.475,1,-0.525
"38258","chr2",13746141,"+",0.0954545454545455,0.653846153846154,-0.558391608391608
"38263","chr2",13757551,"+",0.650793650793651,0.125,0.525793650793651
"38273","chr2",13792699,"+",0.791666666666667,0.233333333333333,0.558333333333333
"38454","chr2",14873101,"+",1,0.496428571428571,0.503571428571429
"38570","chr2",15466438,"+",0.83921568627451,0.336842105263158,0.502373581011352
"38620","chr2",15758100,"+",0.788961038961039,0.249084249084249,0.53987678987679
"38626","chr2",15807896,"+",0,0.533333333333333,-0.533333333333333
"38680","chr2",16249165,"+",0.430555555555556,1,-0.569444444444444
"38697","chr2",16372591,"+",0.937720329024677,0.422975352112676,0.514744976912001
"38766","chr2",16892312,"+",0.955,0.4,0.555
"38768","chr2",16894965,"+",1,0.478787878787879,0.521212121212121
"38978","chr2",17956825,"+",0.608974358974359,0,0.608974358974359
"38998","chr2",18028955,"+",0,0.523809523809524,-0.523809523809524
"39008","chr2",18035793,"+",1,0.442307692307692,0.557692307692308
"39023","chr2",18118255,"+",0.7125,0.2,0.5125
"39024","chr2",18119747,"+",0.0555555555555556,0.594155844155844,-0.538600288600289
"39093","chr2",18586151,"+",0.142037302725968,0.688888888888889,-0.54685158616292
"39109","chr2",18647538,"+",0.815686274509804,0.285714285714286,0.529971988795518
"39141","chr2",18721391,"+",0.394230769230769,1,-0.605769230769231
"39158","chr2",18778167,"+",0.241228070175439,0.818181818181818,-0.57695374800638
"39186","chr2",18836447,"+",0.025,0.678137651821862,-0.653137651821862
"39205","chr2",18901374,"+",0.83982683982684,0.3125,0.52732683982684
"39206","chr2",18901384,"+",1,0.46875,0.53125
"39210","chr2",18910639,"+",1,0.464285714285714,0.535714285714286
"39229","chr2",18940468,"+",0.225,0.848901098901099,-0.623901098901099
"39261","chr2",19006012,"+",0.777777777777778,0.269230769230769,0.508547008547009
"39278","chr2",19055899,"+",0.675,0.165178571428571,0.509821428571429
"39284","chr2",19068741,"+",0.741176470588235,0.230769230769231,0.510407239819004
"39360","chr2",19316281,"+",1,0.431818181818182,0.568181818181818
"39400","chr2",19431634,"+",0.71875,0.168181818181818,0.550568181818182
"39426","chr2",19519773,"+",0.695652173913043,0.166666666666667,0.528985507246377
"39434","chr2",19553715,"+",0.126811594202899,0.632773109243697,-0.505961515040799
"39435","chr2",19556037,"+",0.294117647058824,0.857142857142857,-0.563025210084034
"39480","chr2",19696874,"+",0.828571428571429,0.2,0.628571428571429
"39550","chr2",19933440,"+",1,0.416666666666667,0.583333333333333
"39597","chr2",20137402,"+",0.910714285714286,0.371527777777778,0.539186507936508
"39660","chr2",20385257,"+",1,0.4,0.6
"39710","chr2",20540472,"+",1,0.480701754385965,0.519298245614035
"39762","chr2",20713179,"+",0.611111111111111,0.0416666666666667,0.569444444444444
"39770","chr2",20723152,"+",0.261363636363636,0.772727272727273,-0.511363636363636
"39858","chr2",21037174,"+",0.827826086956522,0.274193548387097,0.553632538569425
"39917","chr2",21236661,"+",0.1,0.621428571428571,-0.521428571428571
"39922","chr2",21260184,"+",1,0.481203007518797,0.518796992481203
"39948","chr2",21367934,"+",0.53125,0.0185185185185185,0.512731481481482
"39970","chr2",21466868,"+",1,0.375,0.625
"40019","chr2",21794921,"+",0.1176471,0.6388889,-0.5212418
"40100","chr2",22294323,"+",0.9210526,0.3529412,0.5681115
"40125","chr2",22548573,"+",0.85,0.349359,0.500641
"40165","chr2",22676946,"+",1,0.3270833,0.6729167
"40266","chr2",23233887,"+",0.6783217,0.1652047,0.513117
"40286","chr2",23291161,"+",0.2734205,0.8809524,-0.6075319
"40328","chr2",23577800,"+",0.8434343,0.25,0.5934343
"40395","chr2",23934918,"+",0.9615385,0.4107143,0.5508242
"40452","chr2",24296697,"+",0.7091503,0.1666667,0.5424837
"40479","chr2",24389694,"+",0.33878,0.8761905,-0.5374105
"40485","chr2",24405338,"+",0.2058824,0.9,-0.6941176
"40492","chr2",24405768,"+",0,0.6333333,-0.6333333
"40528","chr2",24488704,"+",0.7916667,0.1829502,0.6087165
"40533","chr2",24490528,"+",0.3214286,0.9415385,-0.6201099
"40610","chr2",24679031,"+",0.8309524,0.2809524,0.55
"40613","chr2",24679085,"+",0.7473684,0.2314815,0.5158869
"40647","chr2",24748394,"+",0.9615385,0.3461538,0.6153846
"40738","chr2",25095474,"+",0.05769231,0.6190476,-0.5613553
"40753","chr2",25115834,"+",0.862069,0.3602941,0.5017748
"40776","chr2",25182957,"+",0.1666667,0.6948052,-0.5281385
"40784","chr2",25195001,"+",0.68,0.02941176,0.6505882
"40794","chr2",25220877,"+",0.962963,0.4507576,0.5122054
"40812","chr2",25273142,"+",0.09090909,0.6932773,-0.6023682
"40834","chr2",25313076,"+",0.8373016,0.2916667,0.5456349
"40836","chr2",25313243,"+",0.625,0.1176471,0.5073529
"40838","chr2",25313296,"+",0.35,0.8846154,-0.5346154
"40870","chr2",25383357,"+",0.9116541,0.3946237,0.5170305
"40892","chr2",25435521,"+",1,0.4577922,0.5422078
"40907","chr2",25454084,"+",0.7900433,0.2843137,0.5057296
"40910","chr2",25468721,"+",0.3295455,0.8649733,-0.5354278
"40957","chr2",25562665,"+",0.8928571,0.3823529,0.5105042
"41040","chr2",25766446,"+",0.4375,0.9736842,-0.5361842
"41041","chr2",25770651,"+",1,0.4705882,0.5294118
"41053","chr2",25784697,"+",0.8291536,0.2272727,0.6018809
"41054","chr2",25785450,"+",0.9736842,0.2666667,0.7070175
"41058","chr2",25795360,"+",0.2962963,0.8571429,-0.5608466
"41069","chr2",25820217,"+",0.8138889,0.3088235,0.5050654
"41103","chr2",25874178,"+",1,0.4722222,0.5277778
"41143","chr2",25994906,"+",0.1136364,0.6366667,-0.5230303
"41202","chr2",26122278,"+",0.02777778,0.625,-0.5972222
"41211","chr2",26142059,"+",0.2038095,0.75,-0.5461905
"41281","chr2",26240392,"+",0.8653846,0.2857143,0.5796703
"41339","chr2",26347292,"+",0.8636364,0.3461538,0.5174825
"41408","chr2",26493999,"+",0.14,0.7619048,-0.6219048
"41410","chr2",26498344,"+",0.02,0.5452632,-0.5252632
"41423","chr2",26519174,"+",0.9736842,0.35,0.6236842
"41427","chr2",26533568,"+",0.8512821,0.2470238,0.6042582
"41444","chr2",26554184,"+",0.7916667,0.2666667,0.525
"41471","chr2",26602835,"+",1,0.4484848,0.5515152
"41538","chr2",26856677,"+",0.9615385,0.4148352,0.5467033
"41543","chr2",26868354,"+",0.9777778,0.4583333,0.5194444
"41588","chr2",26957441,"+",1,0.4810924,0.5189076
"41604","chr2",26986477,"+",0.675,0.1,0.575
"41610","chr2",27010550,"+",0.7880435,0.2702206,0.5178229
"41615","chr2",27022325,"+",0.8972222,0.3809524,0.5162698
"41618","chr2",27022775,"+",0.3541667,0.8846154,-0.5304487
"41657","chr2",27086956,"+",0.3235294,0.975,-0.6514706
"41760","chr2",27275070,"+",1,0.4666667,0.5333333
"41761","chr2",27275088,"+",1,0.475,0.525
"41768","chr2",27287061,"+",0.9166667,0.2727273,0.6439394
"41793","chr2",27350484,"+",0.6208333,0.09090909,0.5299242
"41798","chr2",27366427,"+",1,0.4820513,0.5179487
"41826","chr2",27425487,"+",0.6333333,0.03846154,0.5948718
"41851","chr2",27496562,"+",0.370614,0.9583333,-0.5877193
"41868","chr2",27539019,"+",0.3055556,0.8095238,-0.5039683
"41935","chr2",27680028,"+",0.125,0.7272727,-0.6022727
"41969","chr2",27763563,"+",0.1590909,0.735,-0.5759091
"42004","chr2",27856831,"+",0.762987,0.25,0.512987
"42026","chr2",27885477,"+",0.7460526,0.2058824,0.5401703
"42060","chr2",27939262,"+",0.08333333,0.75,-0.6666667
"42080","chr2",27979183,"+",0.7904762,0.275,0.5154762
"42094","chr2",28007533,"+",0.375,0.9210526,-0.5460526
"42171","chr2",28143699,"+",0.95,0.4431818,0.5068182
"42177","chr2",28163555,"+",0.75,0.2447552,0.5052448
"42245","chr2",28296417,"+",0.3846154,0.9285714,-0.543956
"42277","chr2",28370367,"+",0.08333333,0.6315789,-0.5482456
"42311","chr2",28445991,"+",0.07417582,0.6391667,-0.5649908
"42316","chr2",28457508,"+",0.4937304,1,-0.5062696
"42338","chr2",28502230,"+",0.9722222,0.451581,0.5206412
"42341","chr2",28503252,"+",0.9166667,0.3333333,0.5833333
"42358","chr2",28532455,"+",0,0.7692308,-0.7692308
"42359","chr2",28532467,"+",0.32,0.9285714,-0.6085714
"42367","chr2",28537167,"+",0.3057692,0.8846154,-0.5788462
"42372","chr2",28545705,"+",0.9,0.2763158,0.6236842
"42477","chr2",28796359,"+",0.5416667,0,0.5416667
"42482","chr2",28802381,"+",0.3853955,0.9705882,-0.5851927
"42491","chr2",28821224,"+",0.4655172,0.9782609,-0.5127436
"42568","chr2",28986409,"+",1,0.4142857,0.5857143
"42596","chr2",29039823,"+",0.8,0.2717391,0.5282609
"42657","chr2",29198963,"+",0.9261905,0.3416667,0.5845238
"42711","chr2",29270776,"+",1,0.275,0.725
"42716","chr2",29280307,"+",1,0.4268775,0.5731225
"42732","chr2",29323086,"+",0.9722222,0.4333333,0.5388889
